year,race,networth,pctle,diff
2013,Black,3196.42441860465,37,-3103.1772790773603
2016,Black,5250,37,-1049.6016976820101
2007,Black,6484.88410055501,38,0
2010,Black,6278.2673730134,38,-206.6167275416101
2013,Black,3711.97674418605,38,-2772.9073563689603
2016,Black,5490,38,-994.8841005550103
2007,Black,7353.3953640222,39,0
2010,Black,6841.98504206918,39,-511.4103219530198
2013,Black,4021.30813953488,39,-3332.08722448732
2016,Black,5700,39,-1653.3953640221998
2007,Black,8221.90662748939,40,0
2010,Black,7460.96914926768,40,-760.9374782217101
2013,Black,4598.72674418605,40,-3623.17988330334
2016,Black,6230,40,-1991.9066274893903
2007,Black,8743.0133855697,41,0
2010,Black,8245.75257089436,41,-497.26081467534095
2013,Black,4949.3023255814,41,-3793.711059988301
2016,Black,6870,41,-1873.0133855697004
2007,Black,9704.16585047339,42,0
2010,Black,8964.21626674977,42,-739.9495837236191
2013,Black,5361.74418604651,42,-4342.42166442688
2016,Black,7900,42,-1804.1658504733896
2007,Black,11939.134835129,43,0
2010,Black,9726.89311311935,43,-2212.2417220096504
2013,Black,5985.5625,43,-5953.572335129
2016,Black,8530,43,-3409.134835129
2007,Black,12969.76820111,44,0
2010,Black,10445.3568089748,44,-2524.4113921352
2013,Black,6403.15988372093,44,-6566.60831738907
2016,Black,9170,44,-3799.7682011100005
2007,Black,13409.8139079334,45,0
2010,Black,11384.8862574011,45,-2024.9276505322996
2013,Black,7063.06686046512,45,-6346.74704746828
2016,Black,10275,45,-3134.8139079333996
2007,Black,14405.7068233758,46,0
2010,Black,12821.8136491119,46,-1583.8931742638997
2013,Black,8104.48255813954,46,-6301.22426523626
2016,Black,11215,46,-3190.7068233758
2007,Black,15864.8057460007,47,0
2010,Black,13507.1174820816,47,-2357.688263919101
2013,Black,8836.56686046512,47,-7028.23888553558
2016,Black,12130,47,-3734.8057460007003
2007,Black,17022.8207639569,48,0
2010,Black,14479.8067933936,48,-2543.013970563301
2013,Black,9640.82848837209,48,-7381.992275584811
2016,Black,13500,48,-3522.820763956901
2007,Black,18991.4462944825,49,0
2010,Black,15905.6808974758,49,-3085.7653970066985
2013,Black,10723.488372093,49,-8267.9579223895
2016,Black,14700,49,-4291.446294482499
2007,Black,19802.0568070519,50,0
2010,Black,17209.9688376441,50,-2592.0879694077994
2013,Black,11373.0843023256,50,-8428.9725047263
2016,Black,16600,50,-3202.0568070519003
2007,Black,23808.7887691805,51,0
2010,Black,18370.5640386413,51,-5438.224730539201
2013,Black,12888.8081395349,51,-10919.9806296456
2016,Black,18300,51,-5508.788769180501
2007,Black,28371.367939928205,52,0
2010,Black,19895.9177313805,52,-8475.450208547703
2013,Black,13754.9360465116,52,-14616.431893416604
2016,Black,20060,52,-8311.367939928205
2007,Black,30641.077375122397,53,0
2010,Black,21443.3779993768,53,-9197.699375745597
2013,Black,14899.4622093023,53,-15741.615165820096
2016,Black,22655,53,-7986.077375122397
2007,Black,35087.8550440744,54,0
2010,Black,24438.8189467124,54,-10649.036097362
2013,Black,16188.3430232558,54,-18899.512020818598
2016,Black,24900,54,-10187.8550440744
2007,Black,37868.2491021874,55,0
2010,Black,27213.1941414771,55,-10655.054960710302
2013,Black,16911.1473837209,55,-20957.1017184665
2016,Black,27320,55,-10548.249102187401
2007,Black,39835.7166176951,56,0
2010,Black,28849.0807105017,56,-10986.635907193398
2013,Black,18662.9941860465,56,-21172.7224316486
2016,Black,30080,56,-9755.7166176951
2007,Black,42927.6167156383,57,0
2010,Black,31999.267684637,57,-10928.3490310013
2013,Black,19910.6308139535,57,-23016.985901684802
2016,Black,32900,57,-10027.616715638302
2007,Black,44467.7766895201,58,0
2010,Black,34265.1916484886,58,-10202.585041031496
2013,Black,21910.9738372093,58,-22556.802852310797
2016,Black,35650,58,-8817.776689520098
2007,Black,47478.6157362063,59,0
2010,Black,37802.2436896229,59,-9676.372046583405
2013,Black,23715.4069767442,59,-23763.2087594621
2016,Black,38260,59,-9218.615736206302
2007,Black,52689.6833170095,60,0
2010,Black,40233.9669679028,60,-12455.716349106697
2013,Black,25983.8372093023,60,-26705.8461077072
2016,Black,4e4,60,-12689.683317009498
2007,Black,61027.3914462945,61,0
2010,Black,44434.2162667498,61,-16593.175179544705
2013,Black,27757.3372093023,61,-33270.054236992204
2016,Black,41200,61,-19827.391446294503
2007,Black,63690.8259875939,62,0
2010,Black,47319.1243377999,62,-16371.701649793999
2013,Black,30438.2093023256,62,-33252.616685268295
2016,Black,43380,62,-20310.825987593897
2007,Black,65659.4515181195,63,0
2010,Black,50436.1514490495,63,-15223.30006907
2013,Black,33015.9709302326,63,-32643.4805878869
2016,Black,45570,63,-20089.451518119502
2007,Black,69480.9010773751,64,0
2010,Black,53453.6989716423,64,-16027.20210573281
2013,Black,35160.6686046512,64,-34320.23247272391
2016,Black,48443,64,-21037.901077375107
2007,Black,73800.2970943519,65,0
2010,Black,55598.0367715799,65,-18202.260322772003
2013,Black,37532.2093023256,65,-36268.0877920263
2016,Black,53240,65,-20560.297094351903
2007,Black,80725.2269017303,66,0
2010,Black,61787.877843565,66,-18937.349058165302
2013,Black,41037.9651162791,66,-39687.26178545121
2016,Black,57250,66,-23475.226901730304
2007,Black,88124.9428664708,67,0
2010,Black,65214.3970084138,67,-22910.545858056998
2013,Black,43615.726744186,67,-44509.21612228479
2016,Black,61150,67,-26974.942866470796
2007,Black,95073.0329742083,68,0
2010,Black,70519.9750701153,68,-24553.057904093002
2013,Black,47224.5930232558,68,-47848.439950952496
2016,Black,68200,68,-26873.032974208298
2007,Black,101326.314071172,69,0
2010,Black,73250.1371143658,69,-28076.1769568062
2013,Black,51555.2325581395,69,-49771.081513032506
2016,Black,72500,69,-28826.314071172004
2007,Black,110787.296767875,70,0
2010,Black,76112.9386101589,70,-34674.358157716095
2013,Black,54803.2122093023,70,-55984.0845585727
2016,Black,77680,70,-33107.296767875
2007,Black,118708.119490695,71,0
2010,Black,80036.8557182923,71,-38671.2637724027
2013,Black,59298.8284883721,71,-59409.2910023229
2016,Black,80680,71,-38028.119490695
2007,Black,126767.904015671,72,0
2010,Black,84502.3839202244,72,-42265.5200954466
2013,Black,62794.273255814,72,-63973.630759857
2016,Black,85260,72,-41507.904015670996
2007,Black,139656.611165524,73,0
2010,Black,90172.7204736678,73,-49483.8906918562
2013,Black,68465.3488372093,73,-71191.2623283147
2016,Black,89280,73,-50376.611165523995
2007,Black,152973.783872021,74,0
2010,Black,99865.3483951387,74,-53108.43547688231
2013,Black,71249.3313953488,74,-81724.45247667222
2016,Black,92660,74,-60313.78387202101
2007,Black,160755.644792687,75,0
2010,Black,108045.886569025,75,-52709.75822366201
2013,Black,77126.6279069767,75,-83629.0168857103
2016,Black,97500,75,-63255.644792687
2007,Black,170459.81064316,76,0
2010,Black,113053.025864755,76,-57406.78477840498
2013,Black,82952.3691860465,76,-87507.44145711348
2016,Black,103340,76,-67119.81064315999
2007,Black,187482.631407117,77,0
2010,Black,118380.710501714,77,-69101.920905403
2013,Black,86612.7906976744,77,-100869.84070944261
2016,Black,109400,77,-78082.631407117
2007,Black,204389.650669278,78,0
2010,Black,126339.07759426601,78,-78050.57307501198
2013,Black,90572.2325581395,78,-113817.4181111385
2016,Black,115980,78,-88409.650669278
2007,Black,225986.630754163,79,0
2010,Black,131920.987846681,79,-94065.64290748199
2013,Black,97439.3895348837,79,-128547.2412192793
2016,Black,125820,79,-100166.630754163
2007,Black,242025.138752857,80,0
2010,Black,137723.963851667,80,-104301.17490118998
2013,Black,108998.072674419,80,-133027.066078438
2016,Black,130390,80,-111635.13875285699
2007,Black,247816.371857656,81,0
2010,Black,149639.407915238,81,-98176.96394241799
2013,Black,115689.94186046501,81,-132126.42999719098
2016,Black,143e3,81,-104816.37185765599
2007,Black,257310.936989879,82,0
2010,Black,162206.995948894,82,-95103.941040985
2013,Black,119814.360465116,82,-137496.57652476302
2016,Black,152650,82,-104660.936989879
2007,Black,265648.645119164,83,0
2010,Black,181329.183546276,83,-84319.46157288802
2013,Black,126928.98255814,83,-138719.66256102402
2016,Black,161150,83,-104498.64511916402
2007,Black,280818.641854391,84,0
2010,Black,188016.422561546,84,-92802.21929284502
2013,Black,146829.302325581,84,-133989.33952881003
2016,Black,179230,84,-101588.64185439103
2007,Black,283945.282402873,85,0
2010,Black,197533.303209723,85,-86411.97919314998
2013,Black,154047.034883721,85,-129898.24751915198
2016,Black,190550,85,-93395.28240287298
2007,Black,299254.240940255,86,0
2010,Black,214046.914926768,86,-85207.326013487
2013,Black,159243.802325581,86,-140010.438614674
2016,Black,205300,86,-93954.240940255
2007,Black,312779.856349984,87,0
2010,Black,230107.34185104398,87,-82672.51449894003
2013,Black,164017.816860465,87,-148762.039489519
2016,Black,228e3,87,-84779.85634998401
2007,Black,354005.190989226,88,0
2010,Black,237369.35182299797,88,-116635.83916622802
2013,Black,176731.337209302,88,-177273.853779924
2016,Black,243500,88,-110505.19098922599
2007,Black,372151.286320601,89,0
2010,Black,246211.98192583397,89,-125939.30439476704
2013,Black,185805.058139535,89,-186346.22818106602
2016,Black,266300,89,-105851.28632060101
2007,Black,393956.709108717,90,0
2010,Black,258978.529136803,90,-134978.17997191398
2013,Black,211170.23255814,90,-182786.47655057698
2016,Black,286700,90,-107256.70910871698
2007,Black,431291.113287627,91,0
2010,Black,285329.566843253,91,-145961.54644437402
2013,Black,226843.023255814,91,-204448.090031813
2016,Black,307600,91,-123691.113287627
2007,Black,518200.140385243,92,0
2010,Black,296117.575568713,92,-222082.56481652998
2013,Black,251795.755813953,92,-266404.38457129
2016,Black,337820,92,-180380.140385243
2007,Black,563988.054195233,93,0
2010,Black,325961.452165784,93,-238026.60202944902
2013,Black,273593.308139535,93,-290394.746055698
2016,Black,390960,93,-173028.05419523304
2007,Black,664700.620306889,94,0
2010,Black,375038.049236522,94,-289662.57107036695
2013,Black,310465.610465116,94,-354235.00984177296
2016,Black,408e3,94,-256700.62030688894
2007,Black,757457.623245184,95,0
2010,Black,394491.835462761,95,-362965.78778242297
2013,Black,340367.645348837,95,-417089.97789634694
2016,Black,46e4,95,-297457.62324518396
2007,Black,860868.3643486782,96,0
2010,Black,488776.378934247,96,-372091.98541443114
2013,Black,433373.284883721,96,-427495.0794649572
2016,Black,530050,96,-330818.36434867815
2007,Black,960457.655892915,97,0
2010,Black,631308.522904332,97,-329149.13298858295
2013,Black,546176.13372093,97,-414281.522171985
2016,Black,678190,97,-282267.655892915
2007,Black,1126864.41397323,98,0
2010,Black,896753.225303833,98,-230111.1886693969
2013,Black,697593.851744186,98,-429270.5622290439
2016,Black,946900,98,-179964.41397322994
2007,Black,1347535.75579497,99,0
2010,Black,1591783.95138672,99,244248.19559174986
2013,Black,1266206.82267442,99,-81328.93312055012
2016,Black,1622950,99,275414.2442050299
2007,Black,47526094.3519425,100,0
2010,Black,428067080.897476,100,380540986.54553354
2013,Black,238603710.107558,100,191077615.7556155
2016,Black,290823e3,100,243296905.6480575
2007,Hispanic,-29261.8814887365,1,0
2010,Hispanic,-87254.652539732,1,-57992.77105099549
2013,Hispanic,-78869.1947674419,1,-49607.313278705406
2016,Hispanic,-73600,1,-44338.1185112635
2007,Hispanic,-26819.6278158668,2,0
2010,Hispanic,-42002.4929884699,2,-15182.865172603102
2013,Hispanic,-56607.6453488372,2,-29788.0175329704
2016,Hispanic,-50430,2,-23610.3721841332
2007,Hispanic,-19686.2553052563,3,0
2010,Hispanic,-31833.4683702088,3,-12147.213064952499
2013,Hispanic,-47224.5930232558,3,-27538.3377179995
2016,Hispanic,-37030,3,-17343.7446947437
2007,Hispanic,-9032.51714005877,4,0
2010,Hispanic,-19011.6547210969,4,-9979.13758103813
2013,Hispanic,-31550.771220930204,4,-22518.254080871433
2016,Hispanic,-24580,4,-15547.48285994123
2007,Hispanic,-7909.2425726412,5,0
2010,Hispanic,-15607.2421315051,5,-7697.999558863899
2013,Hispanic,-19456.9447674419,5,-11547.702194800699
2016,Hispanic,-15050,5,-7140.7574273588
2007,Hispanic,-6438.56349983676,6,0
2010,Hispanic,-12545.4814583983,6,-6106.917958561541
2013,Hispanic,-14961.3284883721,6,-8522.764988535342
2016,Hispanic,-7890,6,-1451.4365001632405
2007,Hispanic,-2281.28958537382,7,0
2010,Hispanic,-9008.42941726395,7,-6727.139831890129
2013,Hispanic,-9682.0726744186,7,-7400.783089044779
2016,Hispanic,-4580,7,-2298.71041462618
2007,Hispanic,-1388.46000652955,8,0
2010,Hispanic,-6819.87846681209,8,-5431.41846028254
2013,Hispanic,-7630.17441860465,8,-6241.7144120751
2016,Hispanic,-2499,8,-1110.53999347045
2007,Hispanic,-822.190662748939,9,0
2010,Hispanic,-4421.31505141789,9,-3599.124388668951
2013,Hispanic,-5103.96802325581,9,-4281.777360506871
2016,Hispanic,-1670,9,-847.809337251061
2007,Hispanic,-231.60300359125,10,0
2010,Hispanic,-1657.99314428171,10,-1426.3901406904602
2013,Hispanic,-4124.41860465116,10,-3892.8156010599105
2016,Hispanic,-995,10,-763.39699640875
2007,Hispanic,0,11,0
2010,Hispanic,-1104.22343409162,11,-1104.22343409162
2013,Hispanic,-2062.20930232558,11,-2062.20930232558
2016,Hispanic,-188,11,-188
2007,Hispanic,0,12,0
2010,Hispanic,-110.532876285447,12,-110.532876285447
2013,Hispanic,-1546.65697674419,12,-1546.65697674419
2016,Hispanic,0,12,0
2007,Hispanic,0,13,0
2010,Hispanic,0,13,0
2013,Hispanic,-1103.28197674419,13,-1103.28197674419
2016,Hispanic,0,13,0
2007,Hispanic,0,14,0
2010,Hispanic,0,14,0
2013,Hispanic,-103.11046511627902,14,-103.11046511627902
2016,Hispanic,10,14,10
2007,Hispanic,0,15,0
2010,Hispanic,0,15,0
2013,Hispanic,0,15,0
2016,Hispanic,60,15,60
2007,Hispanic,347.404505386876,16,0
2010,Hispanic,0,16,-347.404505386876
2013,Hispanic,0,16,-347.404505386876
2016,Hispanic,180,16,-167.404505386876
2007,Hispanic,463.206007182501,17,0
2010,Hispanic,0,17,-463.206007182501
2013,Hispanic,1.03110465116279,17,-462.17490253133826
2016,Hispanic,300,17,-163.20600718250103
2007,Hispanic,810.610512569376,18,0
2010,Hispanic,11.0532876285447,18,-799.5572249408314
2013,Hispanic,103.110465116279,18,-707.5000474530971
2016,Hispanic,500,18,-310.61051256937606
2007,Hispanic,1042.21351616063,19,0
2010,Hispanic,110.532876285447,19,-931.680639875183
2013,Hispanic,237.15406976744197,19,-805.059446393188
2016,Hispanic,740,19,-302.21351616063
2007,Hispanic,1516.99967352269,20,0
2010,Hispanic,221.065752570894,20,-1295.9339209517962
2013,Hispanic,412.441860465116,20,-1104.557813057574
2016,Hispanic,1e3,20,-516.99967352269
2007,Hispanic,1968.62553052563,21,0
2010,Hispanic,552.664381427236,21,-1415.961149098394
2013,Hispanic,587.729651162791,21,-1380.895879362839
2016,Hispanic,1200,21,-768.62553052563
2007,Hispanic,2316.0300359125,22,0
2010,Hispanic,884.2630102835769,22,-1431.767025628923
2013,Hispanic,721.773255813953,22,-1594.2567800985469
2016,Hispanic,1500,22,-816.0300359124999
2007,Hispanic,2570.79333986288,23,0
2010,Hispanic,1326.39451542537,23,-1244.3988244375103
2013,Hispanic,1237.32558139535,23,-1333.4677584675303
2016,Hispanic,1800,23,-770.7933398628802
2007,Hispanic,2895.03754489063,24,0
2010,Hispanic,1768.52602056715,24,-1126.5115243234802
2013,Hispanic,1649.76744186047,24,-1245.2701030301603
2016,Hispanic,2202,24,-693.0375448906302
2007,Hispanic,3474.04505386876,25,0
2010,Hispanic,2122.23122468059,25,-1351.81382918817
2013,Hispanic,2062.20930232558,25,-1411.8357515431799
2016,Hispanic,2600,25,-874.0450538687601
2007,Hispanic,3811.02742409403,26,0
2010,Hispanic,2763.32190713618,26,-1047.7055169578498
2013,Hispanic,2474.6511627907,26,-1336.37626130333
2016,Hispanic,3e3,26,-811.0274240940298
2007,Hispanic,4168.85406464251,27,0
2010,Hispanic,3205.45341227797,27,-963.4006523645398
2013,Hispanic,2680.87209302326,27,-1487.98197161925
2016,Hispanic,3300,27,-868.8540646425099
2007,Hispanic,4400.45706823376,28,0
2010,Hispanic,3537.05204113431,28,-863.4050270994499
2013,Hispanic,3217.04651162791,28,-1183.4105566058497
2016,Hispanic,3580,28,-820.4570682337599
2007,Hispanic,4794.18217433888,29,0
2010,Hispanic,3868.65066999065,29,-925.5315043482301
2013,Hispanic,3691.35465116279,29,-1102.82752317609
2016,Hispanic,4e3,29,-794.18217433888
2007,Hispanic,5674.27358798563,30,0
2010,Hispanic,4288.67559987535,30,-1385.5979881102803
2013,Hispanic,4114.10755813954,30,-1560.1660298460902
2016,Hispanic,4470,30,-1204.27358798563
2007,Hispanic,6021.67809337251,31,0
2010,Hispanic,4863.44655655968,31,-1158.2315368128302
2013,Hispanic,4330.63953488372,31,-1691.03855848879
2016,Hispanic,4900,31,-1121.6780933725104
2007,Hispanic,6832.28860594189,32,0
2010,Hispanic,5195.04518541602,32,-1637.2434205258696
2013,Hispanic,4743.08139534884,32,-2089.20721059305
2016,Hispanic,5480,32,-1352.2886059418897
2007,Hispanic,7411.29611492001,33,0
2010,Hispanic,5637.17669055781,33,-1774.1194243622003
2013,Hispanic,5155.52325581395,33,-2255.7728591060604
2016,Hispanic,6200,33,-1211.29611492001
2007,Hispanic,8372.4485798237,34,0
2010,Hispanic,5902.45559364288,34,-2469.9929861808205
2013,Hispanic,5361.74418604651,34,-3010.7043937771905
2016,Hispanic,6430,34,-1942.4485798237001
2007,Hispanic,8557.7309826967,35,0
2010,Hispanic,6189.84107198504,35,-2367.8899107116595
2013,Hispanic,5722.63081395349,35,-2835.100168743209
2016,Hispanic,7015,35,-1542.7309826966994
2007,Hispanic,8800.91413646752,36,0
2010,Hispanic,6421.96011218448,36,-2378.95402428304
2013,Hispanic,6289.73837209302,36,-2511.1757643744995
2016,Hispanic,7900,36,-900.9141364675197
2007,Hispanic,9148.31864185439,37,0
2010,Hispanic,7306.22312246806,37,-1842.0955193863301
2013,Hispanic,6805.29069767442,37,-2343.0279441799703
2016,Hispanic,9e3,37,-148.31864185439008
2007,Hispanic,10885.3411687888,38,0
2010,Hispanic,7737.301339981299,38,-3148.039828807501
2013,Hispanic,7423.95348837209,38,-3461.3876804167103
2016,Hispanic,10060,38,-825.3411687888001
2007,Hispanic,11985.4554358472,39,0
2010,Hispanic,8422.60517295107,39,-3562.8502628961305
2013,Hispanic,7733.28488372093,39,-4252.170552126269
2016,Hispanic,10800,39,-1185.4554358471996
2007,Hispanic,13085.5697029056,40,0
2010,Hispanic,9141.06886880648,40,-3944.500834099119
2013,Hispanic,8362.25872093023,40,-4723.31098197537
2016,Hispanic,12040,40,-1045.5697029055991
2007,Hispanic,14127.7832190663,41,0
2010,Hispanic,9859.53256466189,41,-4268.25065440441
2013,Hispanic,8805.63372093023,41,-5322.14949813607
2016,Hispanic,12900,41,-1227.7832190662994
2007,Hispanic,14938.3937316357,42,0
2010,Hispanic,10500.6232471175,42,-4437.7704845182
2013,Hispanic,8949.98837209302,42,-5988.405359542681
2016,Hispanic,13700,42,-1238.3937316357005
2007,Hispanic,16443.8132549788,43,0
2010,Hispanic,10887.4883141165,43,-5556.3249408623
2013,Hispanic,9383.0523255814,43,-7060.760929397398
2016,Hispanic,14120,43,-2323.813254978799
2007,Hispanic,18597.7211883774,44,0
2010,Hispanic,11495.4191336865,44,-7102.302054690899
2013,Hispanic,9898.60465116279,44,-8699.11653721461
2016,Hispanic,15670,44,-2927.7211883774
2007,Hispanic,19107.2477962782,45,0
2010,Hispanic,12689.1741975693,45,-6418.073598708899
2013,Hispanic,10517.2674418605,45,-8589.9803544177
2016,Hispanic,16100,45,-3007.2477962781995
2007,Hispanic,20925.3313744695,46,0
2010,Hispanic,13098.1458398255,46,-7827.185534644001
2013,Hispanic,10898.7761627907,46,-10026.5552116788
2016,Hispanic,16800,46,-4125.331374469501
2007,Hispanic,21886.4838393732,47,0
2010,Hispanic,13916.0891243378,47,-7970.3947150354
2013,Hispanic,11527.75,47,-10358.733839373199
2016,Hispanic,17500,47,-4386.483839373199
2007,Hispanic,22870.796604636,48,0
2010,Hispanic,14700.8725459645,48,-8169.924058671502
2013,Hispanic,12445.4331395349,48,-10425.363465101102
2016,Hispanic,18400,48,-4470.796604636002
2007,Hispanic,24005.651322233105,49,0
2010,Hispanic,15673.5618572764,49,-8332.089464956705
2013,Hispanic,13620.892441860498,49,-10384.758880372607
2016,Hispanic,19200,49,-4805.651322233105
2007,Hispanic,24329.8955272609,50,0
2010,Hispanic,16579.9314428171,50,-7749.9640844438
2013,Hispanic,14157.0668604651,50,-10172.828666795798
2016,Hispanic,21430,50,-2899.8955272608982
2007,Hispanic,26286.9409076069,51,0
2010,Hispanic,17795.793081957,51,-8491.1478256499
2013,Hispanic,15208.7936046512,51,-11078.147302955698
2016,Hispanic,22480,51,-3806.9409076068987
2007,Hispanic,29320.9402546523,52,0
2010,Hispanic,19068.0264880025,52,-10252.913766649803
2013,Hispanic,15982.1220930233,52,-13338.818161629002
2016,Hispanic,24340,52,-4980.9402546523015
2007,Hispanic,31382.2069866144,53,0
2010,Hispanic,20448.5821128077,53,-10933.6248738067
2013,Hispanic,16941.0494186047,53,-14441.157568009701
2016,Hispanic,26600,53,-4782.206986614401
2007,Hispanic,32192.817499183795,54,0
2010,Hispanic,21001.246494235005,54,-11191.57100494879
2013,Hispanic,18405.2180232558,54,-13787.599475927997
2016,Hispanic,28400,54,-3792.817499183795
2007,Hispanic,35898.4655566438,55,0
2010,Hispanic,22327.6410096603,55,-13570.824546983502
2013,Hispanic,19436.3226744186,55,-16462.142882225202
2016,Hispanic,30100,55,-5798.465556643801
2007,Hispanic,39719.9151158994,56,0
2010,Hispanic,24704.0978497974,56,-15015.817266102
2013,Hispanic,20529.2936046512,56,-19190.6215112482
2016,Hispanic,32980,56,-6739.915115899399
2007,Hispanic,44120.3721841332,57,0
2010,Hispanic,27135.8211280773,57,-16984.5510560559
2013,Hispanic,22643.0581395349,57,-21477.3140445983
2016,Hispanic,36770,57,-7350.372184133201
2007,Hispanic,49099.8367613451,58,0
2010,Hispanic,28406.9492053599,58,-20692.8875559852
2013,Hispanic,23819.5485465116,58,-25280.288214833497
2016,Hispanic,38950,58,-10149.836761345097
2007,Hispanic,53847.6983349657,59,0
2010,Hispanic,30728.1396073543,59,-23119.558727611402
2013,Hispanic,25375.4854651163,59,-28472.2128698494
2016,Hispanic,43200,59,-10647.698334965702
2007,Hispanic,58931.3842637937,60,0
2010,Hispanic,34044.1258959177,60,-24887.258367876
2013,Hispanic,28200.7122093023,60,-30730.6720544914
2016,Hispanic,47340,60,-11591.384263793698
2007,Hispanic,62440.1697682011,61,0
2010,Hispanic,37105.8865690246,61,-25334.283199176498
2013,Hispanic,29592.7034883721,61,-32847.466279829
2016,Hispanic,51700,61,-10740.1697682011
2007,Hispanic,66701.6650342801,62,0
2010,Hispanic,39404.9703957619,62,-27296.694638518202
2013,Hispanic,31252.7819767442,62,-35448.8830575359
2016,Hispanic,56890,62,-9811.6650342801
2007,Hispanic,72954.9461312439,63,0
2010,Hispanic,42113.0258647554,63,-30841.920266488494
2013,Hispanic,34748.226744186,63,-38206.71938705789
2016,Hispanic,60900,63,-12054.946131243894
2007,Hispanic,81790.6007182501,64,0
2010,Hispanic,45207.9464007479,64,-36582.65431750221
2013,Hispanic,38212.738372093,64,-43577.862346157104
2016,Hispanic,63700,64,-18090.600718250105
2007,Hispanic,84187.6918054195,65,0
2010,Hispanic,46810.6731068869,65,-37377.0186985326
2013,Hispanic,41656.6279069767,65,-42531.0638984428
2016,Hispanic,67020,65,-17167.691805419498
2007,Hispanic,86040.5158341495,66,0
2010,Hispanic,49839.2739171081,66,-36201.2419170414
2013,Hispanic,44471.5436046512,66,-41568.9722294983
2016,Hispanic,70100,66,-15940.515834149497
2007,Hispanic,95976.2846882142,67,0
2010,Hispanic,56813.8984107198,67,-39162.38627749441
2013,Hispanic,48358.8081395349,67,-47617.476548679304
2016,Hispanic,74080,67,-21896.284688214204
2007,Hispanic,106884.786157362,68,0
2010,Hispanic,60903.614833281405,68,-45981.1713240806
2013,Hispanic,51761.4534883721,68,-55123.332668989904
