year,race,networth,pctle,diff
2016,Hispanic,78420,68,-28464.786157362003
2007,Hispanic,111980.05223637,69,0
2010,Hispanic,63854.842630102794,69,-48125.209606267206
2013,Hispanic,55834.3168604651,69,-56145.7353759049
2016,Hispanic,81900,69,-30080.05223637
2007,Hispanic,116843.715311786,70,0
2010,Hispanic,67480.3209722655,70,-49363.3943395205
2013,Hispanic,60525.8430232558,70,-56317.8722885302
2016,Hispanic,84900,70,-31943.715311786
2007,Hispanic,131330.483186419,71,0
2010,Hispanic,74609.6914926769,71,-56720.79169374211
2013,Hispanic,65784.476744186,71,-65546.006442233
2016,Hispanic,91005,71,-40325.483186419006
2007,Hispanic,137444.802481228,72,0
2010,Hispanic,78920.4736678093,72,-58524.32881341869
2013,Hispanic,71043.1104651163,72,-66401.69201611169
2016,Hispanic,94480,72,-42964.80248122799
2007,Hispanic,149152.334312765,73,0
2010,Hispanic,83673.3873480835,73,-65478.94696468148
2013,Hispanic,74827.2645348837,73,-74325.06977788129
2016,Hispanic,101200,73,-47952.334312764986
2007,Hispanic,158358.553705517,74,0
2010,Hispanic,90139.5606107822,74,-68218.9930947348
2013,Hispanic,82663.6598837209,74,-75694.8938217961
2016,Hispanic,105530,74,-52828.553705517
2007,Hispanic,175219.25236696,75,0
2010,Hispanic,98573.2190713618,75,-76646.03329559819
2013,Hispanic,88932.7761627907,75,-86286.47620416929
2016,Hispanic,108e3,75,-67219.25236695999
2007,Hispanic,180766.144302971,76,0
2010,Hispanic,101701.29947024,76,-79064.84483273099
2013,Hispanic,93057.1947674419,76,-87708.94953552909
2016,Hispanic,112150,76,-68616.14430297099
2007,Hispanic,191651.48547176,77,0
2010,Hispanic,103569.30507946401,77,-88082.180392296
2013,Hispanic,98779.8255813953,77,-92871.65989036471
2016,Hispanic,119720,77,-71931.48547176001
2007,Hispanic,201957.81913157,78,0
2010,Hispanic,108322.218759738,78,-93635.600371832
2013,Hispanic,102079.360465116,78,-99878.458666454
2016,Hispanic,128960,78,-72997.81913157
2007,Hispanic,210295.527260855,79,0
2010,Hispanic,112634.10626363402,79,-97661.42099722096
2013,Hispanic,108286.610465116,79,-102008.91679573899
2016,Hispanic,133300,79,-76995.52726085499
2007,Hispanic,224597.012732615,80,0
2010,Hispanic,119154.440635712,80,-105442.572096903
2013,Hispanic,120072.136627907,80,-104524.87610470799
2016,Hispanic,138890,80,-85707.012732615
2007,Hispanic,230444.988573294,81,0
2010,Hispanic,128650.320037395,81,-101794.66853589899
2013,Hispanic,131568.953488372,81,-98876.03508492198
2016,Hispanic,145500,81,-84944.98857329399
2007,Hispanic,249610.13712047,82,0
2010,Hispanic,135181.707697102,82,-114428.42942336798
2013,Hispanic,145179.534883721,82,-104430.602236749
2016,Hispanic,154520,82,-95090.13712047
2007,Hispanic,272828.338230493,83,0
2010,Hispanic,144355.936428794,83,-128472.40180169902
2013,Hispanic,156831.01744186,83,-115997.32078863302
2016,Hispanic,159900,83,-112928.33823049301
2007,Hispanic,305820.186092067,84,0
2010,Hispanic,155895.568712995,84,-149924.61737907198
2013,Hispanic,173256.514534884,84,-132563.671557183
2016,Hispanic,17e4,84,-135820.186092067
2007,Hispanic,336634.965719882,85,0
2010,Hispanic,164616.612651916,85,-172018.353067966
2013,Hispanic,180958.86627907,85,-155676.099440812
2016,Hispanic,187e3,85,-149634.965719882
2007,Hispanic,358648.831211231,86,0
2010,Hispanic,169115.300716734,86,-189533.530494497
2013,Hispanic,199724.970930233,86,-158923.86028099802
2016,Hispanic,201e3,86,-157648.831211231
2007,Hispanic,369985.798237023,87,0
2010,Hispanic,178223.209722655,87,-191762.588514368
2013,Hispanic,206839.593023256,87,-163146.205213767
2016,Hispanic,220950,87,-149035.798237023
2007,Hispanic,392103.885079987,88,0
2010,Hispanic,184589.903396697,88,-207513.98168329
2013,Hispanic,224533.348837209,88,-167570.536242778
2016,Hispanic,242900,88,-149203.885079987
2007,Hispanic,440740.51583415,89,0
2010,Hispanic,205259.551262075,89,-235480.96457207503
2013,Hispanic,243443.808139535,89,-197296.70769461503
2016,Hispanic,261200,89,-179540.51583415002
2007,Hispanic,540445.608880183,90,0
2010,Hispanic,225619.707073855,90,-314825.901806328
2013,Hispanic,260972.587209302,90,-279473.02167088096
2016,Hispanic,301e3,90,-239445.60888018296
2007,Hispanic,571480.41136141,91,0
2010,Hispanic,248146.307260829,91,-323334.104100581
2013,Hispanic,294895.930232558,91,-276584.48112885206
2016,Hispanic,331e3,91,-240480.41136141005
2007,Hispanic,654394.286647078,92,0
2010,Hispanic,281306.170146463,92,-373088.116500615
2013,Hispanic,318559.781976744,92,-335834.504670334
2016,Hispanic,368110,92,-286284.286647078
2007,Hispanic,676813.457394711,93,0
2010,Hispanic,322534.933000935,93,-354278.52439377597
2013,Hispanic,332118.808139535,93,-344694.64925517596
2016,Hispanic,422420,93,-254393.45739471097
2007,Hispanic,731981.292850147,94,0
2010,Hispanic,370064.069803677,94,-361917.22304647
2013,Hispanic,359803.968023256,94,-372177.324826891
2016,Hispanic,493600,94,-238381.292850147
2007,Hispanic,879512.406137773,95,0
2010,Hispanic,426281.090682456,95,-453231.315455317
2013,Hispanic,391407.325581395,95,-488105.08055637794
2016,Hispanic,580240,95,-299272.40613777295
2007,Hispanic,949097.528566765,96,0
2010,Hispanic,499840.719850421,96,-449256.808716344
2013,Hispanic,444302.994186047,96,-504794.534380718
2016,Hispanic,705960,96,-243137.52856676502
2007,Hispanic,1159369.89552726,97,0
2010,Hispanic,581811.900903708,97,-577557.994623552
2013,Hispanic,495858.226744186,97,-663511.6687830739
2016,Hispanic,817500,97,-341869.8955272599
2007,Hispanic,1355641.86092067,98,0
2010,Hispanic,881389.155500156,98,-474252.705420514
2013,Hispanic,742910.901162791,98,-612730.959757879
2016,Hispanic,1275200,98,-80441.86092066998
2007,Hispanic,2252339.20992491,99,0
2010,Hispanic,1299756.09224057,99,-952583.1176843401
2013,Hispanic,1154115.43604651,99,-1098223.7738784002
2016,Hispanic,2550500,99,298160.7900750898
2007,Hispanic,98116041.6780934,100,0
2010,Hispanic,94785257.40105948,100,-3330784.277033925
2013,Hispanic,90943842.6744186,100,-7172199.003674805
2016,Hispanic,8613e4,100,-11986041.678093404
2007,Other,-14243.5847208619,1,0
2010,Other,-226802.40885010903,1,-212558.82412924714
2013,Other,-59649.4040697674,1,-45405.8193489055
2016,Other,-16e4,1,-145756.4152791381
2007,Other,-9669.4253999347,2,0
2010,Other,-104619.367404176,2,-94949.9420042413
2013,Other,-40831.744186046504,2,-31162.318786111806
2016,Other,-71420,2,-61750.5746000653
2007,Other,-7758.70062030689,3,0
2010,Other,-46865.9395450296,3,-39107.23892472271
2013,Other,-33200.5386627907,3,-25441.83804248381
2016,Other,-63800,3,-56041.29937969311
2007,Other,-1875.98432908913,4,0
2010,Other,-37017.4602679963,4,-35141.47593890717
2013,Other,-23478.2529069767,4,-21602.26857788757
2016,Other,-45e3,4,-43124.01567091087
2007,Other,11.5801501795625,5,0
2010,Other,-27633.2190713618,5,-27644.79922154136
2013,Other,-17838.1104651163,5,-17849.69061529586
2016,Other,-33500,5,-33511.580150179565
2007,Other,57.9007508978126,6,0
2010,Other,-17121.5425366158,6,-17179.443287513615
2013,Other,-10290.4244186047,6,-10348.325169502512
2016,Other,-17800,6,-17857.900750897814
2007,Other,115.801501795625,7,0
2010,Other,-10533.7831100031,7,-10649.584611798726
2013,Other,-7228.04360465116,7,-7343.845106446785
2016,Other,-13770,7,-13885.801501795626
2007,Other,127.381651975188,8,0
2010,Other,-5858.2424431287,8,-5985.624095103888
2013,Other,-3093.3139534883703,8,-3220.6956054635584
2016,Other,-6440,8,-6567.381651975188
2007,Other,358.984655566438,9,0
2010,Other,0,9,-358.984655566438
2013,Other,-2062.20930232558,9,-2421.1939578920183
2016,Other,-5300,9,-5658.984655566438
2007,Other,1158.01501795625,10,0
2010,Other,0,10,-1158.01501795625
2013,Other,-824.883720930233,10,-1982.898738886483
2016,Other,-3160,10,-4318.01501795625
2007,Other,3033.99934704538,11,0
2010,Other,243.172327827984,11,-2790.827019217396
2013,Other,-721.773255813953,11,-3755.7726028593333
2016,Other,-370,11,-3403.99934704538
2007,Other,5118.42637936663,12,0
2010,Other,552.664381427236,12,-4565.761997939394
2013,Other,1.03110465116279,12,-5117.395274715467
2016,Other,0,12,-5118.42637936663
2007,Other,6114.31929480901,13,0
2010,Other,994.795886569025,13,-5119.523408239985
2013,Other,412.441860465116,13,-5701.877434343894
2016,Other,240,13,-5874.31929480901
2007,Other,7874.50212210251,14,0
2010,Other,1547.46026799626,14,-6327.04185410625
2013,Other,2887.09302325581,14,-4987.4090988467
2016,Other,420,14,-7454.50212210251
2007,Other,9843.12765262814,15,0
2010,Other,2431.72327827984,15,-7411.4043743483
2013,Other,4134.72965116279,15,-5708.39800146535
2016,Other,1600,15,-8243.12765262814
2007,Other,11707.5318315377,16,0
2010,Other,3360.19943907759,16,-8347.33239246011
2013,Other,5258.63372093023,16,-6448.898110607471
2016,Other,2e3,16,-9707.5318315377
2007,Other,12738.1651975188,17,0
2010,Other,5416.11093798691,17,-7322.054259531889
2013,Other,5671.075581395351,17,-7067.089616123449
2016,Other,3500,17,-9238.1651975188
2007,Other,13780.378713679398,18,0
2010,Other,5836.13586787161,18,-7944.242845807788
2013,Other,6289.73837209302,18,-7490.640341586378
2016,Other,4310,18,-9470.378713679398
2007,Other,13954.0809663728,19,0
2010,Other,6698.2923028981,19,-7255.788663474699
2013,Other,7805.46220930233,19,-6148.61875707047
2016,Other,5200,19,-8754.0809663728
2007,Other,15691.1034933072,20,0
2010,Other,6853.038329697729,20,-8838.065163609472
2013,Other,8145.72674418605,20,-7545.37674912115
2016,Other,6020,20,-9671.1034933072
2007,Other,16328.0117531832,21,0
2010,Other,7262.00997195388,21,-9066.001781229319
2013,Other,8846.87790697674,21,-7481.13384620646
2016,Other,6600,21,-9728.0117531832
2007,Other,20867.4306235717,22,0
2010,Other,7847.83421626675,22,-13019.59640730495
2013,Other,10001.7151162791,22,-10865.715507292602
2016,Other,7870,22,-12997.430623571701
2007,Other,22118.0868429644,23,0
2010,Other,9505.82736054846,23,-12612.25948241594
2013,Other,10929.7093023256,23,-11188.3775406388
2016,Other,9e3,23,-13118.0868429644
2007,Other,24202.5138752857,24,0
2010,Other,10721.6889996884,24,-13480.824875597298
2013,Other,11135.9302325581,24,-13066.583642727599
2016,Other,10451,24,-13751.513875285698
2007,Other,26930.7972575906,25,0
2010,Other,11340.6731068869,25,-15590.1241507037
2013,Other,11754.5930232558,25,-15176.204234334798
2016,Other,11002,25,-15928.797257590599
2007,Other,28023.9634345413,26,0
2010,Other,13263.9451542537,26,-14760.018280287599
2013,Other,14332.3546511628,26,-13691.6087833785
2016,Other,13250,26,-14773.9634345413
2007,Other,31845.4129937969,27,0
2010,Other,14369.273917108098,27,-17476.139076688803
2013,Other,15363.459302325602,27,-16481.9536914713
2016,Other,15e3,27,-16845.4129937969
2007,Other,34508.8475350963,28,0
2010,Other,15308.8033655344,28,-19200.044169561897
2013,Other,16188.3430232558,28,-18320.504511840496
2016,Other,15900,28,-18608.847535096298
2007,Other,36581.694417238,29,0
2010,Other,16248.3328139607,29,-20333.361603277302
2013,Other,19384.7674418605,29,-17196.926975377504
2016,Other,17600,29,-18981.694417238003
2007,Other,42383.3496571988,30,0
2010,Other,16834.1570582736,30,-25549.1925989252
2013,Other,20797.3808139535,30,-21585.9688432453
2016,Other,19600,30,-22783.3496571988
2007,Other,51589.569049951,31,0
2010,Other,17574.7273293861,31,-34014.8417205649
2013,Other,22271.8604651163,31,-29317.7085848347
2016,Other,21e3,31,-30589.569049951002
2007,Other,57379.6441397323,32,0
2010,Other,18757.4291056404,32,-38622.2150340919
2013,Other,22581.1918604651,32,-34798.4522792672
2016,Other,23050,32,-34329.6441397323
2007,Other,60100.9794319295,33,0
2010,Other,20448.5821128077,33,-39652.3973191218
2013,Other,24179.4040697674,33,-35921.575362162104
2016,Other,26800,33,-33300.9794319295
2007,Other,64003.490042442,34,0
2010,Other,24903.0570271112,34,-39100.4330153308
2013,Other,26499.3895348837,34,-37504.100507558294
2016,Other,3e4,34,-34003.490042442
2007,Other,72815.9843290891,35,0
2010,Other,28185.883452789,35,-44630.1008763001
2013,Other,28974.0406976744,35,-43841.9436314147
2016,Other,35910,35,-36905.9843290891
2007,Other,88738.6908259876,36,0
2010,Other,30274.954814584,36,-58463.736011403606
2013,Other,30933.139534883696,36,-57805.55129110391
2016,Other,40700,36,-48038.69082598761
2007,Other,99126.0855370552,37,0
2010,Other,36088.9841071985,37,-63037.1014298567
2013,Other,32087.976744186,37,-67038.1087928692
2016,Other,42200,37,-56926.0855370552
2007,Other,112906.464250735,38,0
2010,Other,39692.3558741041,38,-73214.1083766309
2013,Other,34232.6744186046,38,-78673.78983213041
2016,Other,44800,38,-68106.464250735
2007,Other,118464.936336925,39,0
2010,Other,43362.0473667809,39,-75102.88897014411
2013,Other,37016.6569767442,39,-81448.27936018081
2016,Other,50020,39,-68444.936336925
2007,Other,121591.576885406,40,0
2010,Other,45760.6107821751,40,-75830.9661032309
2013,Other,44956.1627906977,40,-76635.4140947083
2016,Other,51500,40,-70091.576885406
2007,Other,124949.82043748,41,0
2010,Other,48523.9326893113,41,-76425.8877481687
2013,Other,46193.488372093,41,-78756.33206538699
2016,Other,54300,41,-70649.82043748
2007,Other,127497.453476983,42,0
2010,Other,50845.1230913057,42,-76652.33038567731
2013,Other,47040.0252906977,42,-80457.42818628531
2016,Other,56100,42,-71397.453476983
2007,Other,130392.491021874,43,0
2010,Other,54713.7737612964,43,-75678.7172605776
2013,Other,57330.4497093023,43,-73062.0413125717
2016,Other,58e3,43,-72392.491021874
2007,Other,133287.528566765,44,0
2010,Other,57698.1614210034,44,-75589.36714576159
2013,Other,62454.0087209302,44,-70833.51984583479
2016,Other,63580,44,-69707.52856676499
2007,Other,141162.030688867,45,0
2010,Other,62948.4730445622,45,-78213.5576443048
2013,Other,64371.863372093,45,-76790.167316774
2016,Other,67640,45,-73522.030688867
2007,Other,141393.633692458,46,0
2010,Other,64551.1997507012,46,-76842.43394175681
2013,Other,68248.8168604651,46,-73144.81683199291
2016,Other,73e3,46,-68393.63369245801
2007,Other,143593.862226575,47,0
2010,Other,66098.6600186974,47,-77495.2022078776
2013,Other,70940,47,-72653.862226575
2016,Other,82510,47,-61083.862226575
2007,Other,174397.061704212,48,0
2010,Other,67756.6531629791,48,-106640.40854123292
2013,Other,75074.7296511628,48,-99322.33205304922
2016,Other,88e3,48,-86397.06170421201
2007,Other,175091.870714985,49,0
2010,Other,70077.8435649735,49,-105014.0271500115
2013,Other,90170.101744186,49,-84921.768970799
2016,Other,93800,49,-81291.87071498501
2007,Other,180650.342801175,50,0
2010,Other,75383.421626675,50,-105266.92117449999
2013,Other,94407.9418604651,50,-86242.4009407099
2016,Other,102e3,50,-78650.342801175
2007,Other,184124.387855044,51,0
2010,Other,84004.9859769399,51,-100119.40187810411
2013,Other,99707.8197674419,51,-84416.5680876021
2016,Other,116400,51,-67724.38785504401
2007,Other,200799.804113614,52,0
2010,Other,96163.6023683391,52,-104636.2017452749
2013,Other,100842.034883721,52,-99957.76922989299
2016,Other,120401,52,-80398.804113614
2007,Other,207400.489715965,53,0
2010,Other,103900.90370832,53,-103499.586007645
2013,Other,104306.546511628,53,-103093.943204337
2016,Other,131890,53,-75510.489715965
2007,Other,209484.916748286,54,0
2010,Other,107593.80710501701,54,-101891.10964326898
2013,Other,122701.453488372,54,-86783.46325991399
2016,Other,147030,54,-62454.91674828599
2007,Other,215390.793339863,55,0
2010,Other,111638.205048302,55,-103752.58829156101
2013,Other,130640.959302326,55,-84749.83403753702
2016,Other,153160,55,-62230.79333986301
2007,Other,226507.737512243,56,0
2010,Other,115186.310377065,56,-111321.427135178
2013,Other,163326.976744186,56,-63180.76076805702
2016,Other,170800,56,-55707.73751224301
2007,Other,241214.528240287,57,0
2010,Other,123774.71486444402,57,-117439.81337584299
2013,Other,170133.298546512,57,-71081.229693775
2016,Other,180180,57,-61034.52824028701
2007,Other,248278.41984982,58,0
2010,Other,129765.596759115,58,-118512.823090705
2013,Other,178535.77034883702,58,-69742.64950098298
2016,Other,188600,58,-59678.41984982
2007,Other,250131.24387855,59,0
2010,Other,137900.816453724,59,-112230.42742482602
2013,Other,183247.918604651,59,-66883.32527389901
2016,Other,206e3,59,-44131.24387855001
2007,Other,254415.899444989,60,0
2010,Other,148843.571205983,60,-105572.32823900599
2013,Other,190176.941860465,60,-64238.957584523974
2016,Other,245200,60,-9215.899444988987
2007,Other,272480.933725106,61,0
2010,Other,165058.744157058,61,-107422.189568048
2013,Other,208592.47093023296,61,-63888.46279487305
2016,Other,260450,61,-12030.933725106006
2007,Other,285334.90042442,62,0
2010,Other,170474.855095045,62,-114860.04532937502
2013,Other,228286.569767442,62,-57048.33065697801
2016,Other,273840,62,-11494.900424420019
2007,Other,306248.65164871,63,0
2010,Other,177239.467123715,63,-129009.18452499501
2013,Other,232307.877906977,63,-73940.77374173302
2016,Other,297e3,63,-9248.651648710016
2007,Other,313451.505060398,64,0
2010,Other,191000.810221253,64,-122450.69483914503
2013,Other,234215.421511628,64,-79236.08354877002
2016,Other,308400,64,-5051.50506039802
2007,Other,324244.205027751,65,0
2010,Other,203491.025241508,65,-120753.17978624298
2013,Other,249991.322674419,65,-74252.88235333198
2016,Other,321520,65,-2724.2050277509843
2007,Other,327718.250081619,66,0
2010,Other,221397.351199751,66,-106320.89888186802
2013,Other,259838.37209302298,66,-67879.87798859604
2016,Other,344680,66,16961.749918380985
2007,Other,332929.317662422,67,0
2010,Other,238529.947023995,67,-94399.37063842703
2013,Other,273448.953488372,67,-59480.364174050046
2016,Other,368600,67,35670.68233757798
2007,Other,348215.115899445,68,0
2010,Other,246819.912745404,68,-101395.20315404102
2013,Other,287678.197674419,68,-60536.91822502605
2016,Other,380400,68,32184.884100554977
2007,Other,370101.599738818,69,0
2010,Other,254977.23901526997,69,-115124.36072354804
2013,Other,305000.755813953,69,-65100.84392486501
2016,Other,423200,69,53098.40026118199
2007,Other,381334.345412994,70,0
2010,Other,262073.44967279502,70,-119260.89574019896
2013,Other,332221.918604651,70,-49112.42680834298
2016,Other,453441,70,72106.65458700602
2007,Other,389834.175644793,71,0
2010,Other,271027.717980679,71,-118806.45766411402
2013,Other,359443.081395349,71,-30391.094249444024
2016,Other,475700,71,85865.82435520698
2007,Other,409010.904342148,72,0
2010,Other,291033.063259582,72,-117977.84108256601
2013,Other,375734.534883721,72,-33276.36945842701
2016,Other,480010,72,70999.09565785201
2007,Other,428592.938295788,73,0
2010,Other,303965.40978498,73,-124627.52851080801
2013,Other,423784.011627907,73,-4808.926667881024
2016,Other,498500,73,69907.06170421198
2007,Other,477125.347698335,74,0
2010,Other,320689.033966968,74,-156436.313731367
2013,Other,447808.75,74,-29316.597698335012
2016,Other,572800,74,95674.65230166499
2007,Other,505728.318641854,75,0
2010,Other,347515.363041446,75,-158212.95560040796
2013,Other,469616.61337209295,75,-36111.705269761034
2016,Other,599700,75,93971.68135814602
2007,Other,525623.016650343,76,0
2010,Other,391839.04643191,76,-133783.97021843295
2013,Other,505653.720930233,76,-19969.29572010995
2016,Other,634200,76,108576.98334965704
2007,Other,577131.524649037,77,0
2010,Other,452521.595512621,77,-124609.92913641606
2013,Other,527719.360465116,77,-49412.164183921064
2016,Other,665200,77,88068.47535096295
2007,Other,613886.9213189681,78,0
2010,Other,476065.098161421,78,-137821.82315754704
2013,Other,605670.872093023,78,-8216.049225945026
2016,Other,720800,78,106913.07868103194
2007,Other,617511.508325171,79,0
2010,Other,534614.362729822,79,-82897.1455953489
2013,Other,630004.941860465,79,12493.433535294025
2016,Other,766100,79,148588.49167482904
2007,Other,640729.709435194,80,0
2010,Other,553880.243066376,80,-86849.46636881807
2013,Other,644955.959302326,80,4226.249867131934
2016,Other,833700,80,192970.29056480597
2007,Other,656872.438785504,81,0
2010,Other,603509.504518542,81,-53362.934266961995
2013,Other,696511.191860465,81,39638.753074961016
2016,Other,889100,81,232227.56121449603
2007,Other,670374.893894874,82,0
2010,Other,637443.097538174,82,-32931.79635670001
2013,Other,713524.418604651,82,43149.524709776975
2016,Other,954040,82,283665.106105126
2007,Other,680449.624551094,83,0
2010,Other,713180.224368962,83,32730.599817867973
2013,Other,742601.569767442,83,62151.94521634793
2016,Other,1020500,83,340050.375448906
2007,Other,693766.797257591,84,0
2010,Other,802689.747584917,84,108922.95032732596
2013,Other,802302.5290697669,84,108535.73181217583
2016,Other,1082810,84,389043.20274240896
2007,Other,746919.686581783,85,0
2010,Other,863969.174197569,85,117049.48761578603
2013,Other,898298.372093023,85,151378.68551124004
2016,Other,1144e3,85,397080.313418217
2007,Other,815242.572641201,86,0
2010,Other,920186.195076348,86,104943.62243514706
2013,Other,961401.9767441859,86,146159.40410298493
2016,Other,1267900,86,452657.42735879903
2007,Other,854615.083251714,87,0
2010,Other,1124672.01620443,87,270056.932952716
2013,Other,967165.851744186,87,112550.76849247201
2016,Other,1381e3,87,526384.916748286
2007,Other,887155.305256285,88,0
2010,Other,1275880.99096292,88,388725.685706635
2013,Other,1035950.84302326,88,148795.537766975
2016,Other,1415200,88,528044.694743715
2007,Other,951309.337251061,89,0
2010,Other,1277096.85260206,89,325787.51535099896
2013,Other,1109571.71511628,89,158262.3778652189
2016,Other,1474300,89,522990.662748939
2007,Other,1198545.54358472,90,0
2010,Other,1403435.9301963197,90,204890.3866115997
2013,Other,1125760.05813953,90,-72785.48544518999
2016,Other,1643700,90,445154.45641528
2007,Other,1277290.56480575,91,0
2010,Other,1559950.48301652,91,282659.91821077
2013,Other,1173603.31395349,91,-103687.25085226004
2016,Other,1845699,91,568408.43519425
2007,Other,1341444.59680052,92,0
2010,Other,1849436.0860081003,92,507991.4892075802
2013,Other,1246811.74418605,92,-94632.85261447006
2016,Other,2065690,92,724245.4031994799
2007,Other,1357193.60104473,93,0
2010,Other,1851646.74353381,93,494453.14248907985
2013,Other,1380649.12790698,93,23455.526862249942
2016,Other,2161900,93,804706.39895527
2007,Other,1663835.97779954,94,0
2010,Other,2160254.53412278,94,496418.55632324005
2013,Other,1826498.77906977,94,162662.80127022997
2016,Other,2433e3,94,769164.0222004601
2007,Other,2264382.56611166,95,0
2010,Other,2405416.4537239,95,141033.88761223992
2013,Other,2609622.76162791,95,345240.1955162501
2016,Other,2662e3,95,397617.4338883399
2007,Other,3100469.40907607,96,0
2010,Other,2950675.13244001,96,-149794.27663605986
2013,Other,3178070.75581395,96,77601.34673788026
2016,Other,3623900,96,523430.59092393005
2007,Other,4030540.75089781,97,0
2010,Other,3873624.6494234996,97,-156916.10147431027
2013,Other,3491320.34883721,97,-539220.4020606
2016,Other,4609e3,97,578459.2491021901
2007,Other,4693944.39438459,98,0
2010,Other,4784526.08289187,98,90581.68850728031
2013,Other,3880974.7965116296,98,-812969.5978729604
2016,Other,6637500,98,1943555.60561541
2007,Other,12480275.2530199,99,0
2010,Other,7773777.1891555,99,-4706498.063864399
2013,Other,6536069.27325581,99,-5944205.979764089
2016,Other,9937e3,99,-2543275.253019899
2007,Other,374779563.5259551,100,0
2010,Other,212222017.139296,100,-162557546.3866591
2013,Other,670866588.081395,100,296087024.55543995
2016,Other,169613e3,100,-205166563.52595508
